"","X","time_stamp","event","worker_id","file_name.x","session_id","microtask_id","question_type","question","answer","answer_index","confidence","difficulty","duration","explanation","consent_date","language","profession","gender","learned","years_programming","country","age","test1","test2","test3","test4","test5","qualification_score.x","test_duration","feedback","quit_fileName","quit_reason","line","char_count","cyclomatic_complexity","length_Halstead","volume_Halstead","LOC","trimmed_LOC","s_char_count","s_cyclomatic_complexity","s_length_Halstead","s_volume_Halstead","s_LOC","s_trimmed_LOC","LineID","isBugCovering","type","faulty_lines","all_Lines","LOC_inspection","LOC_original","isAnswerCorrect","file_name.y","adjusted_score","qualification_score.y","testDuration_fastMembership","is_fast"
"3113",2238,"Fri 2015 Jul 10 21:15:17.962","MICROTASK","56II-1e7E-789:57CI-4g3G20-9_3","HIT04_7","72iG-9A-8i02-1","40","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 262 and 271 that might be related to the failure?","I_DO_NOT_KNOW",3,0,4,411671,"I m not sure; 262 - 271 look fine but if the value of index is incorrect it may be the cause of the failure further into the script",1.44e+12,"PHP","Hobbyist","Female","Web",9,"USA",37,TRUE,TRUE,TRUE,TRUE,TRUE,5,393361,"HITS are challenging yet fun; thank you so much!","","",262,197,4,117,478.2331524,10,7,1537,19,900,4853.085681,78,52,262,FALSE,"conditional","","262;263;265;266;270",5,10,TRUE,"HIT08_54",-0.0298473032062359,3,0.661003555875939,TRUE
"3116",2240,"Fri 2015 Jul 10 21:17:03.901","MICROTASK","3AG2a6c-6-4-6:485Gg1i-6E-150:13GC7c-2c-843_3","HIT04_7","78EC-9A-4G-53-1","34","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'index' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,2,4,998499,"index is just an int passed to the method and assigned to the bounds. I don t see anything wrong with its use. If the wrong value is passed into the method that could cause a problem",1.44e+12,"python","Other engineer","Male","University;Web",6,"USA",30,TRUE,TRUE,TRUE,TRUE,TRUE,5,244889,"","","",256,57,1,11,33,1,1,1537,19,900,4853.085681,78,52,256,FALSE,"variable","","256;266;270;277;281;291;295;305;309;316;320;327;331",12,13,TRUE,"HIT08_54",0.511037248124214,4,0.672912271956346,TRUE
"3126",2245,"Fri 2015 Jul 10 21:24:49.162","MICROTASK","75IG0G-7C6-30:286AC-3A-2g0-74:3aI0C8I-9-2-5_3","HIT06_51","36eE-4g2c001","93","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'add; toString'  at line  258 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,2,5,245187,"line 258 executes only when the exp value is greater than 2 and the function add tends to add exp value to mantissa value.hence in this case there can be no NULL value as a result .",1.44e+12,"PHP","Professional_Developer","Female","University",9,"india",33,TRUE,TRUE,TRUE,TRUE,FALSE,4,62204,"thanks","","",258,59,1,20,63.39850003,1,1,516,9,262,1541.252479,28,18,254,FALSE,"method invocation","","258",1,1,TRUE,"HIT06_51",0.228482860744953,3,0.559417574162076,TRUE
"3131",2248,"Fri 2015 Jul 10 21:27:16.761","MICROTASK","28Gc-2i-9C-18-2:442cA-6G6i-749_3","HIT03_6","20eC-6E-1E8-96","31","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'pt' in the source code below that might be related to the failure?","YES_THERE_IS_AN_ISSUE",2,3,3,792455,"I could see a possible issue in this FOR loop but I m not sure because I don t know what is returned in line 85.  In this example; there could be a problem if consumed = 2 because the FOR loop would try to run twice.  However;  Character.charCount(Character.codePointAt(input; pos))  will return 2 and increment pos to 2.  On the second run (when pt = 1); it would try to call Character.codePointAt() with a pos of 2; which is out of bounds.  ",1.44e+12,"c++","Professional_Developer","Female","University",14,"USA",36,TRUE,TRUE,TRUE,FALSE,TRUE,4,182755,"","","",94,39,2,25,79.24812504,1,1,657,10,340,1991.713538,23,16,95,FALSE,"variable","","94;95",1,1,FALSE,"HIT08_54",-0.0298473032062359,3,0.62161417274137,TRUE
"3137",2252,"Fri 2015 Jul 10 21:30:09.803","MICROTASK","28Gc-2i-9C-18-2:442cA-6G6i-749_3","HIT03_6","20eC-6E-1E8-96","25","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'translate'  at line  85 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,3,3,173042,"I don t believe there is an issue here without seeing the code of that translate() function.",1.44e+12,"c++","Professional_Developer","Female","University",14,"USA",36,TRUE,TRUE,TRUE,FALSE,TRUE,4,182755,"","","",85,42,1,21,63,1,1,657,10,340,1991.713538,23,16,85,FALSE,"method invocation","","85",1,1,TRUE,"HIT08_54",-0.0298473032062359,3,0.62161417274137,TRUE
"3142",2255,"Fri 2015 Jul 10 21:33:39.199","MICROTASK","75IG0G-7C6-30:286AC-3A-2g0-74:3aI0C8I-9-2-5_3","HIT06_51","36eE-4g2c001","87","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'exp' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,3,5,530037,"The line no 258 checks the value of exp and if it is greater than 2 the function add executes with arguments exp;mantissa otherwise value of exp is excluded in add function.So there must be an proper value setting for variable exp.",1.44e+12,"PHP","Professional_Developer","Female","University",9,"india",33,TRUE,TRUE,TRUE,TRUE,FALSE,4,62204,"thanks","","",250,12,1,10,23.21928095,1,1,516,9,262,1541.252479,28,18,246,FALSE,"variable","","250;252;254;258",5,5,TRUE,"HIT06_51",0.228482860744953,3,0.559417574162076,TRUE
"3144",2256,"Fri 2015 Jul 10 21:33:45.715","MICROTASK","56II-1e7E-789:57CI-4g3G20-9_3","HIT06_51","35eA-5C2A165","88","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 251 and 256 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,4,3,706541,"I see no issues between lines 251 - 256 that are related to the failure.",1.44e+12,"PHP","Hobbyist","Female","Web",9,"USA",37,TRUE,TRUE,TRUE,TRUE,TRUE,5,393361,"HITS are challenging yet fun; thank you so much!","","",251,104,3,67,284.6111434,6,4,516,9,262,1541.252479,28,18,247,FALSE,"conditional","","251;252;253;254",4,7,TRUE,"HIT08_54",-0.0298473032062359,3,0.661003555875939,TRUE
"3147",2257,"Fri 2015 Jul 10 21:37:07.407","MICROTASK","75IG0G-7C6-30:286AC-3A-2g0-74:3aI0C8I-9-2-5_3","HIT06_51","36eE-4g2c001","81","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'getLastChar'  at line  240 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",3,3,4,208208,"if the function getLastChar() returns a - value the arguments for the function add is set to be empty at line 243.Therefore the value var x=[]0 may contain empty values.",1.44e+12,"PHP","Professional_Developer","Female","University",9,"india",33,TRUE,TRUE,TRUE,TRUE,FALSE,4,62204,"thanks","","",240,26,1,8,18.57542476,1,1,516,9,262,1541.252479,28,18,240,FALSE,"method invocation","","240",1,1,FALSE,"HIT06_51",0.228482860744953,3,0.559417574162076,TRUE
"3151",2259,"Fri 2015 Jul 10 21:39:55.545","MICROTASK","56II-1e7E-789:57CI-4g3G20-9_3","HIT06_51","35eA-5C2A165","82","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 241 and 245 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,3,3,369830,"I see no issues related to the failure between lines 241-245; it looks correct.",1.44e+12,"PHP","Hobbyist","Female","Web",9,"USA",37,TRUE,TRUE,TRUE,TRUE,TRUE,5,393361,"HITS are challenging yet fun; thank you so much!","","",241,37,3,26,86.37013047,5,2,516,9,262,1541.252479,28,18,241,FALSE,"conditional","","241;243",2,5,TRUE,"HIT08_54",-0.0298473032062359,3,0.661003555875939,TRUE
"3153",2260,"Fri 2015 Jul 10 21:41:49.922","MICROTASK","59eA3i6i030:86GA-3G-4C8-5-2_3","HIT03_6","19Ai6a-6G-62-7","21","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'len' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,4,3,2524933,"The len variable is simply assigned as the length of the CharSequence variable.  The length method returns an integer; so it is OK on that front; and one absolutely needs to get the length of the input in a function like this in order to properly manage looping through the CharSequence.    I also am fairly confident that the problem is related to the Character.codePointAt method (as I know that to throw a StringIndexOutOfBoundsException).",1.44e+12,"C#","Hobbyist","Male","High_School;Web",15,"United States of America",31,TRUE,TRUE,TRUE,TRUE,FALSE,4,628439,"HIT03_6","OTHER_Ran_out_of_time_on_MTurk","",83,25,1,13,33.60451251,1,1,657,10,340,1991.713538,23,16,83,FALSE,"variable","","83;84",2,2,TRUE,"HIT04_7",1.14407742243869,5,0.669357783350072,TRUE
"3155",2261,"Fri 2015 Jul 10 21:45:59.920","MICROTASK","56II-1e7E-789:57CI-4g3G20-9_3","HIT06_51","35eA-5C2A165","94","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'toString'  at line  258 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,3,3,364375,"If the value of  mantissa  is incorrect it may be causing an issue with toString at line 258; but I don t believe it is.",1.44e+12,"PHP","Hobbyist","Female","Web",9,"USA",37,TRUE,TRUE,TRUE,TRUE,TRUE,5,393361,"HITS are challenging yet fun; thank you so much!","","",258,59,1,20,63.39850003,1,1,516,9,262,1541.252479,28,18,254,FALSE,"method invocation","","258",1,1,TRUE,"HIT08_54",-0.0298473032062359,3,0.661003555875939,TRUE
"3163",2266,"Fri 2015 Jul 10 21:57:44.016","MICROTASK","56II-1e7E-789:57CI-4g3G20-9_3","HIT05_35","6ia-6A2g-766","78","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'copyArrayGrow1'  at line  3290 that might be related to the failure?","I_DO_NOT_KNOW",1,0,4,630950,"There doesn t seem to be an issue; unless  array  is null - it may be related to the error in that case. I m not sure.",1.44e+12,"PHP","Hobbyist","Female","Web",9,"USA",37,TRUE,TRUE,TRUE,TRUE,TRUE,5,393361,"HITS are challenging yet fun; thank you so much!","","",3290,49,1,22,61.76180829,1,1,310,2,126,630,6,5,3290,FALSE,"method invocation","","3290",1,1,TRUE,"HIT08_54",-0.0298473032062359,3,0.661003555875939,TRUE
"3170",2271,"Fri 2015 Jul 10 22:06:53.579","MICROTASK","83gE-9E9a-176:1609ca8I0E-894_3","HIT08_54","102Ei-3G-7C-956","124","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 118 and 125 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",1,5,1,450313,"The  O  in  fr__POSIX  throws an exception because it is not an underscore.",1.44e+12,"c++","Undergraduate_Student","Male","High_School;University;Web",9,"USA",27,TRUE,FALSE,TRUE,TRUE,TRUE,4,644520,"","","",118,258,8,154,686.7524693,8,6,957,27,513,2833.587283,33,25,118,FALSE,"conditional","","118;119;121;122;124",5,8,FALSE,"HIT01_8",1.14407742243869,5,0.669006180867639,TRUE
"3172",2272,"Fri 2015 Jul 10 22:07:49.262","MICROTASK","83gE-9E9a-176:1609ca8I0E-894_3","HIT08_54","102Ei-3G-7C-956","116","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'Locale'  at line  108 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,5,1,55683,"The line does not get executed because the length of the string  fr__POSIX  is not 2.",1.44e+12,"c++","Undergraduate_Student","Male","High_School;University;Web",9,"USA",27,TRUE,FALSE,TRUE,TRUE,TRUE,4,644520,"","","",108,27,2,16,37.15084952,1,1,957,27,513,2833.587283,33,25,108,FALSE,"method invocation","","108",1,1,TRUE,"HIT01_8",1.14407742243869,5,0.669006180867639,TRUE
"3175",2274,"Fri 2015 Jul 10 22:08:31.025","MICROTASK","83gE-9E9a-176:1609ca8I0E-894_3","HIT08_54","102Ei-3G-7C-956","108","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'length'  at line  98 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,5,1,41763,"This line does not cause any issues.",1.44e+12,"c++","Undergraduate_Student","Male","High_School;University;Web",9,"USA",27,TRUE,FALSE,TRUE,TRUE,TRUE,4,644520,"","","",98,23,1,13,33.60451251,1,1,957,27,513,2833.587283,33,25,98,FALSE,"method invocation","","98",1,1,TRUE,"HIT01_8",1.14407742243869,5,0.669006180867639,TRUE
"3177",2275,"Fri 2015 Jul 10 22:12:27.799","MICROTASK","56II-1e7E-789:57CI-4g3G20-9_3","HIT05_35","6ia-6A2g-766","75","IF_CONDITIONAL","Is there any issue with the conditional clause at line 3288 that might be related to the failure?","I_DO_NOT_KNOW",2,0,4,883783,"I can t tell if there is an issue at line 3288 or not; there may be an issue with Object.class but I don t know for sure.",1.44e+12,"PHP","Hobbyist","Female","Web",9,"USA",37,TRUE,TRUE,TRUE,TRUE,TRUE,5,393361,"HITS are challenging yet fun; thank you so much!","","",3288,105,1,38,136.228575,1,1,310,2,126,630,6,5,3288,FALSE,"conditional","","3288",1,1,TRUE,"HIT08_54",-0.0298473032062359,3,0.661003555875939,TRUE
"3179",2276,"Fri 2015 Jul 10 22:17:10.599","MICROTASK","56II-1e7E-789:57CI-4g3G20-9_3","HIT05_35","6ia-6A2g-766","72","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'type' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,5,2,282800,"There is no issue with the definition of the variable  type  that I can see",1.44e+12,"PHP","Hobbyist","Female","Web",9,"USA",37,TRUE,TRUE,TRUE,TRUE,TRUE,5,393361,"HITS are challenging yet fun; thank you so much!","","",3288,105,1,38,136.228575,1,1,310,2,126,630,6,5,3288,TRUE,"variable","3288;3290","3288;3290",2,2,FALSE,"HIT08_54",-0.0298473032062359,3,0.661003555875939,TRUE
"3185",2280,"Fri 2015 Jul 10 22:22:27.956","MICROTASK","59eA3i6i030:86GA-3G-4C8-5-2_3","HIT03_6","19Ai6a-6G-62-7","32","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'charCount; codePointAt'  at line  95 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",2,3,5,2438034,"As I said in my previous answer; I m pretty sure the issue is with one of the Character.codePointAt method calls.  It also would require the  pos  variable to reach the value of 2 to have thrown the error listed above.  I can t figure out any way for the  pos  variable to reach a value of 2 and still execute another iteration of the loop (which might lead to the execution of line 87 and an exception there).  Each time the  pos  variable is changed (potentially to an invalid amount) the continue keyword sends the program back to line 84 where the  pos  value is checked against the  len  variable for validity.    Therefore; it seems that the only place where the exception could be coming from is line 95.",1.44e+12,"C#","Hobbyist","Male","High_School;Web",15,"United States of America",31,TRUE,TRUE,TRUE,TRUE,FALSE,4,628439,"HIT03_6","OTHER_Ran_out_of_time_on_MTurk","",95,62,1,27,75.7985829,1,1,657,10,340,1991.713538,23,16,95,TRUE,"method invocation","95","95",1,1,TRUE,"HIT04_7",1.14407742243869,5,0.669357783350072,TRUE
"3189",2283,"Fri 2015 Jul 10 22:26:17.802","MICROTASK","59eA3i6i030:86GA-3G-4C8-5-2_3","HIT03_6","19Ai6a-6G-62-7","26","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 86 and 91 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,3,4,229846,"I m fairly positive; as I said before; that the problem is with the program reaching line 95 with a  pos  value that makes the Character.codePointAt method call out of bounds.  As far as I can tell; the conditional statement does what it is meant to without any possibility of line 87 making a Character.codePointAt call that would be out of range.",1.44e+12,"C#","Hobbyist","Male","High_School;Web",15,"United States of America",31,TRUE,TRUE,TRUE,TRUE,FALSE,4,628439,"HIT03_6","OTHER_Ran_out_of_time_on_MTurk","",86,122,3,104,433.6722002,6,5,657,10,340,1991.713538,23,16,86,FALSE,"conditional","","86;87;88;89;90",5,6,TRUE,"HIT04_7",1.14407742243869,5,0.669357783350072,TRUE
"3206",2292,"Fri 2015 Jul 10 22:59:31.582","MICROTASK","59eA3i6i030:86GA-3G-4C8-5-2_3","HIT04_7","60Gi-9c2c-1-29","64","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'getTime; getEnd; getPeriod; getDataItem'  at line  313 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,4,3,1933187,"This line of code executes after the block which handles the assigning of the MaxMiddleIndex; and as far as I can tell is unrelated to it.  Thus this should not affect the value in the  MaxMiddleIndex  variable in the slightest.",1.44e+12,"C#","Hobbyist","Male","High_School;Web",15,"United States of America",31,TRUE,TRUE,TRUE,TRUE,FALSE,4,628439,"HIT03_6","OTHER_Ran_out_of_time_on_MTurk","",313,75,1,41,136.1990519,2,2,1537,19,900,4853.085681,78,52,313,FALSE,"method invocation","","313",1,1,TRUE,"HIT04_7",1.14407742243869,5,0.669357783350072,TRUE
"3209",2294,"Fri 2015 Jul 10 23:01:38.536","MICROTASK","59eA3i6i030:86GA-3G-4C8-5-2_3","HIT04_7","60Gi-9c2c-1-29","52","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'getTime; getEnd; getPeriod; getDataItem'  at line  287 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,4,2,126954,"These method invocations are fine; are not what would cause the error displayed; and are only being used to assign a variable which is not used in the block of code relevant to the MaxMiddleIndex variable (the variable which would be relevant to the failure).",1.44e+12,"C#","Hobbyist","Male","High_School;Web",15,"United States of America",31,TRUE,TRUE,TRUE,TRUE,FALSE,4,628439,"HIT03_6","OTHER_Ran_out_of_time_on_MTurk","",287,73,1,41,136.1990519,2,2,1537,19,900,4853.085681,78,52,287,FALSE,"method invocation","","287",1,1,TRUE,"HIT04_7",1.14407742243869,5,0.669357783350072,TRUE
"3212",2296,"Fri 2015 Jul 10 23:05:17.963","MICROTASK","59eA3i6i030:86GA-3G-4C8-5-2_3","HIT04_7","60Gi-9c2c-1-29","40","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 262 and 271 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,4,2,219426,"Like the code in the previous questions; this block is self-contained; only defining and using variables that will be used within that block; other than the index variable (which only is assigned to other variables; not the other way around).  Thus; they have no impact on the MaxMiddleIndex block of code below.  Furthermore; the error that is displayed is a direct result of the MaxMiddleIndex not having the expected value of 1.  Only the code which affects the MaxMiddleIndex variable in the code could be at fault.",1.44e+12,"C#","Hobbyist","Male","High_School;Web",15,"United States of America",31,TRUE,TRUE,TRUE,TRUE,FALSE,4,628439,"HIT03_6","OTHER_Ran_out_of_time_on_MTurk","",262,197,4,117,478.2331524,10,7,1537,19,900,4853.085681,78,52,262,FALSE,"conditional","","262;263;265;266;270",5,10,TRUE,"HIT04_7",1.14407742243869,5,0.669357783350072,TRUE
"3216",2298,"Fri 2015 Jul 10 23:15:49.421","MICROTASK","98cg8a0A69-1:439ee9e-2i-106_3","HIT04_7","57Cc1A0e-781","55","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 298 and 310 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,5,1,150706,"Simple implication being performed here... No issues from what I see. ",1.44e+12,"C++","Undergraduate_Student","Male","University",4,"USA",22,TRUE,FALSE,TRUE,TRUE,TRUE,4,813963,"I would need to see the full code(header file) in order to find out the issue. Contact me if needed.","","",298,302,4,183,839.0481376,13,10,1537,19,900,4853.085681,78,52,298,TRUE,"conditional","299;301","298;299;301;303;304;305;309",7,13,FALSE,"HIT08_54",-0.0298473032062359,3,0.649936931820758,TRUE
